,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
797,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7785722,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CCCOc1ccccc1-c1nc2nn[nH]c2c(=O)[nH]1,,,CHEMBL1909046,,,,CHEMBL28079,ZAPRINAST,CHEMBL28079,,False,,1540281,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
798,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7786305,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,N#CC(C#N)=Cc1ccc(O)c(O)c1,,,CHEMBL1909046,,,,CHEMBL76904,TYRPHOSTIN 23,CHEMBL76904,,False,,1540258,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
799,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7786416,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,,,CHEMBL1909046,,,,CHEMBL1069,VALSARTAN,CHEMBL1069,,False,,1540266,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
800,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7786536,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,,,CHEMBL1909046,,,,CHEMBL553025,VINORELBINE,CHEMBL553025,,False,,1540274,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
801,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7786742,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,NC[C@H]1CC[C@H](C(=O)O)CC1,,,CHEMBL1909046,,,,CHEMBL877,TRANEXAMIC ACID,CHEMBL877,,False,,1540234,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
802,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7786852,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,,,CHEMBL1909046,,,,CHEMBL585,TRIAMTERENE,CHEMBL585,,False,,1540242,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
803,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7786977,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CN1C(=O)OC(C)(C)C1=O,,,CHEMBL1909046,,,,CHEMBL695,TRIMETHADIONE,CHEMBL695,,False,,1540250,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
804,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7787579,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,,,CHEMBL1909046,,,,CHEMBL129,ZIDOVUDINE,CHEMBL129,,False,,1540282,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
805,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7788161,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,Cc1c(C)c2c(c(C)c1O)CCC(C)(CN1CCN(c3cc(N4CCCC4)nc(N4CCCC4)n3)CC1)O2,,,CHEMBL1909046,,,,CHEMBL141343,,CHEMBL141343,,False,,1540259,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
806,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7788291,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,,,CHEMBL1909046,,,,CHEMBL262777,VANCOMYCIN,CHEMBL262777,,False,,1540267,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
807,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7788399,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,,,CHEMBL1909046,,,,CHEMBL119385,NEFLAMAPIMOD,CHEMBL119385,,False,,1540275,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
808,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7788619,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,COc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC,,,CHEMBL1909046,,,,CHEMBL415324,TRANILAST,CHEMBL415324,,False,,1540235,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
809,Note: corresponding IC50 reported as Active,7788725,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,,,CHEMBL1909046,,,,CHEMBL24944,TRIBROMSALAN,CHEMBL24944,,False,,1540243,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
810,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7788856,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,,,CHEMBL1909046,,,,CHEMBL1475,TRIOXSALEN,CHEMBL1475,,False,,1540251,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
811,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7789449,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CC(c1cc2ccccc2s1)N(O)C(N)=O,,,CHEMBL1909046,,,,CHEMBL93,ZILEUTON,CHEMBL93,,False,,1540283,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
812,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7790014,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O,,,CHEMBL1909046,,,,CHEMBL29292,UBENIMEX,CHEMBL29292,,False,,1540260,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
813,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7790148,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1.[Br-],,,CHEMBL1909046,,,,CHEMBL1200629,VECURONIUM BROMIDE,CHEMBL1201219,,False,,1540268,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
814,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7790254,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,,,CHEMBL1909046,,,,CHEMBL1464,WARFARIN,CHEMBL1464,,False,,1540276,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
815,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7790472,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,,,,CHEMBL1909046,,,,CHEMBL1386,TRANSPLATIN,CHEMBL1386,,False,,1540236,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
816,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7790586,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,,,CHEMBL1909046,,,,CHEMBL1054,TRICHLORMETHIAZIDE,CHEMBL1054,,False,,1540244,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
817,Note: corresponding IC50 reported as Active,7790712,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,,,CHEMBL1909046,,,,CHEMBL408,TROGLITAZONE,CHEMBL408,,False,,1540252,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
818,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7791303,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,[Cl-].[Cl-].[Zn+2],,,CHEMBL1909046,,,,CHEMBL1200679,ZINC CHLORIDE,CHEMBL1200679,,False,,1540284,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
819,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7791875,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CCOC(N)=O,,,CHEMBL1909046,,,,CHEMBL462547,URETHANE,CHEMBL462547,,False,,1540261,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
820,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7792008,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,,,CHEMBL1909046,,,,CHEMBL637,VENLAFAXINE,CHEMBL637,,False,,1540269,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
821,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7792115,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,C[C@@H](N)[C@H]1CC[C@H](C(=O)Nc2ccncc2)CC1,,,CHEMBL1909046,,,,CHEMBL559147,Y-27632,CHEMBL559147,,False,,1540277,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
822,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7792316,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,,,CHEMBL1909046,,,,CHEMBL621,TRAZODONE,CHEMBL621,,False,,1540237,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
823,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7792445,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,O=C(O)C(Cl)(Cl)Cl,,,CHEMBL1909046,,,,CHEMBL14053,TRICHLOROACETIC ACID,CHEMBL14053,,False,,1540245,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
824,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7792568,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,NC(CO)(CO)CO,,,CHEMBL1909046,,,,CHEMBL1200391,TROMETHAMINE,CHEMBL1200391,,False,,1540253,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
825,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7793174,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,,,,CHEMBL1909046,,,,CHEMBL1909083,ZIRCONIUM(IV) CHLORIDE,CHEMBL1909083,,False,,1540285,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
826,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7793746,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,,,CHEMBL1909046,,,,CHEMBL1349,VALACYCLOVIR,CHEMBL1349,,False,,1540262,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
827,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7793870,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,,,CHEMBL1909046,,,,CHEMBL6966,VERAPAMIL,CHEMBL6966,,False,,1540270,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
828,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7793983,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]21,,,CHEMBL1909046,,,,CHEMBL15245,YOHIMBINE,CHEMBL15245,,False,,1540278,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
829,Note: corresponding IC50 reported as Active,7794057,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,,,CHEMBL1909046,,,,CHEMBL38,TRETINOIN,CHEMBL38,,False,,1540238,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
830,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7794188,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,ClCC(Cl)Cl,,,CHEMBL1909046,,,,CHEMBL43882,TRICHLOROETHANE,CHEMBL43882,,False,,1540246,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
831,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7794302,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,,,CHEMBL1909046,,,,CHEMBL1200604,TROPICAMIDE,CHEMBL1200604,,False,,1540254,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
832,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7795348,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,Nc1c2c(nc3ccccc13)CCCC2,,,CHEMBL1909046,,,,CHEMBL95,TACRINE,CHEMBL95,,False,,1540190,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
833,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7795410,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,NC(=O)N1C(=O)/C(=C(\O)c2cccs2)c2cc(Cl)ccc21,,,CHEMBL1909046,,,,CHEMBL1908355,TENIDAP,CHEMBL1908355,,False,,1540198,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
834,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7796853,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21,,,CHEMBL1909046,,,,CHEMBL1393,SPIRONOLACTONE,CHEMBL1393,,False,,1540158,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
835,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7796988,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,,,CHEMBL1909046,,,,CHEMBL227934,STRYCHNINE,CHEMBL227934,,False,,1540166,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
836,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7797105,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,,,CHEMBL1909046,,,,CHEMBL446,SULFAMETHAZINE,CHEMBL446,,False,,1540174,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
837,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7797243,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,,,CHEMBL1909046,,,,CHEMBL453,SULFISOXAZOLE,CHEMBL453,,False,,1540182,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
838,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7797716,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,,,CHEMBL1909046,,,,CHEMBL1440,TETRACYCLINE,CHEMBL1440,,False,,1540207,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
839,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7797844,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,Nc1nc2[nH]cnc2c(=S)[nH]1,,,CHEMBL1909046,,,,CHEMBL727,THIOGUANINE,CHEMBL727,,False,,1540215,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
840,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7797914,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1,,,CHEMBL1909046,,,,CHEMBL1630578,TIRILAZAD,CHEMBL1630578,,False,,1540223,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
841,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7798055,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,COc1cccc(C2(O)CCCCC2CN(C)C)c1,,,CHEMBL1909046,,,,CHEMBL1237044,TRAMADOL,CHEMBL1237044,,False,,1540233,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
842,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7798268,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,,,CHEMBL1909046,,,,CHEMBL413,SIROLIMUS,CHEMBL413,,False,,1540110,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
843,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7798398,[],CHEMBL1909200,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK2 enzyme inhibition (substrate: Myelin Basic Protein)",B,BAO_0000192,BAO_0000357,single protein format,CC(N)C12CC3CC(CC(C3)C1)C2,,,CHEMBL1909046,,,,CHEMBL959,RIMANTADINE,CHEMBL959,,False,,1540118,,15,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
