mol,name,pKi,CSAR_exercise_number,crystal,Crystal designation,good crystal,Series,setup in 3D,Blinded_ID_ligand,Blinded_ID_crystal,Vertex name,canonical_smiles,BindingDB,ChemBL affinity,PDBID,CSAR pIC50,x-ray struc. (y/n),Crystal disposition
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NCc1ncccc1)c1ccccc1,erk000580,5.95,,no,,,series_1,,erk_ligand_1096,,erk000580, Cc1cnc(NCc2ccccn2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,5.95,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NOCC)CO,erk000582,8.22,,no,,,series_1,,erk_ligand_1129,,erk000582, CCONc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3cccc(Cl)c3,,,,8.22,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NC1CCOCC1)CO,erk000584,8.1,,no,,,series_1,,erk_ligand_1192,,erk000584, Cc1cnc(NC2CCOCC2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4,,,,8.1,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)Nc1ccc(cc1)C)CO,erk000585,8.15,13,no,,,series_1,yes,erk_ligand_1130,,erk000585, Cc1ccc(Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4)cc1,,,,8.15,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)Nc1ccc(cc1)C)c1cc(ccc1)C,erk000586,8.7,,no,,,series_1,,erk_ligand_1026,,erk000586, Cc1ccc(Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(C)c4)cc1,,,,8.7,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NN1CCCCC1)c1ccccc1,erk000587,9,,no,,,series_1,,erk_ligand_1205,,erk000587, Cc1cnc(NN2CCCCC2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,9,,
s1cc(nc1Nc1nc(-c2cc([nH]c2)C(=O)N[C@H](CO)c2ccccc2)c(cn1)C)-c1ccc(cc1)C,erk000588,8,,no,,,series_1,,erk_ligand_1241,,erk000588, Cc1ccc(cc1)c2csc(Nc3ncc(C)c(n3)c4c[nH]c(c4)C(=O)N[C@H](CO)c5ccccc5)n2,,,,8,,
FC1(F)Oc2c(O1)cccc2Nc1nc(-c2cc([nH]c2)C(=O)N[C@H](CO)c2ccccc2)c(cn1)C,erk000591,8.1,,no,,,series_1,,erk_ligand_1225,,erk000591, Cc1cnc(Nc2cccc3OC(F)(F)Oc23)nc1c4c[nH]c(c4)C(=O)N[C@H](CO)c5ccccc5,,,,8.1,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NC1Cc2c(C1)cccc2)CO,erk000592,7.8,,no,,,series_1,,erk_ligand_1239,,erk000592, Cc1cnc(NC2Cc3ccccc3C2)nc1c4c[nH]c(c4)C(=O)N[C@H](CO)c5cccc(Cl)c5,,,,7.8,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)Nc1c(F)cccc1F)CO,erk000593,7.85,,no,,,series_1,,erk_ligand_1006,,erk000593, Cc1cnc(Nc2c(F)cccc2F)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4,,,,7.85,,
Clc1cc(ccc1)-c1c(sc(NCC[NH+]2CCCCC2)c1C#N)-c1nc(ncc1)Nc1cc(O)ccc1,erk000594,7.57,32,yes,,,series_2,yes,erk2_ligand_27,erk2_crystal_13,erk000594, Oc1cccc(Nc2nccc(n2)c3sc(NCC[NH+]4CCCCC4)c(C#N)c3c5cccc(Cl)c5)c1,,,,7.5700002,yes,CSAR
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)Nc1c2CCCCc2ccc1)CO,erk000595,7.89,,no,,,series_1,,erk_ligand_1135,,erk000595, Cc1cnc(Nc2cccc3CCCCc23)nc1c4c[nH]c(c4)C(=O)N[C@H](CO)c5cccc(Cl)c5,Ki = 13 nM,Ki = 13 nM,,7.89,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NOCC(C)C)CO,erk000597,7.85,,no,,,series_1,,erk_ligand_1071,,erk000597, CC(C)CONc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3cccc(Cl)c3,,,,7.85,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)Nc1cccc(F)c1C)CO,erk000598,7.47,,no,,,series_1,,erk_ligand_1087,,erk000598, Cc1cnc(Nc2cccc(F)c2C)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4,Ki = 34 nM,Ki = 34 nM,,7.47,,
O(Nc1nc(-c2cc([nH]c2)C(=O)N[C@H](CO)c2cc(ccc2)C)c(cn1)C)CC,erk000599,8.52,,no,,,series_1,,erk_ligand_1102,,erk000599, CCONc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3cccc(C)c3,,,,8.52,,
O(Nc1nc(-c2cc([nH]c2)C(=O)N[C@H](CO)c2cc(ccc2)C)c(cn1)C)CC(C)C,erk000600,8,,no,,,series_1,,erk_ligand_1252,,erk000600, CC(C)CONc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3cccc(C)c3,,,,8,,
Fc1cccc(Nc2nc(-c3cc([nH]c3)C(=O)N[C@H](CO)c3cc(ccc3)C)c(cn2)C)c1C,erk000601,8.1,,no,,,series_1,,erk_ligand_1143,,erk000601, Cc1cccc(c1)[C@@H](CO)NC(=O)c2cc(c[nH]2)c3nc(Nc4cccc(F)c4C)ncc3C,,,,8.1,,
O1CCC(Nc2nc(-c3cc([nH]c3)C(=O)N[C@H](CO)c3cc(ccc3)C)c(cn2)C)CC1,erk000602,8.52,,no,,,series_1,,erk_ligand_1118,,erk000602, Cc1cccc(c1)[C@@H](CO)NC(=O)c2cc(c[nH]2)c3nc(NC4CCOCC4)ncc3C,,,,8.52,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)Nc1ncccc1)c1cc(ccc1)C,erk000603,8.05,,no,,,series_1,,erk_ligand_1190,,erk000603, Cc1cccc(c1)[C@@H](CO)NC(=O)c2cc(c[nH]2)c3nc(Nc4ccccn4)ncc3C,,,,8.05,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)N[C@@H](CC)C)c1cc(ccc1)C,erk000604,7.12,,no,,,series_1,,erk_ligand_1195,,erk000604, CC[C@@H](C)Nc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3cccc(C)c3,,,,7.12,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)N[C@H](C(C)C)C)CO,erk000605,8.22,,no,,,series_1,,erk_ligand_1073,,erk000605, CC(C)[C@H](C)Nc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3cccc(Cl)c3,,,,8.22,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)N[C@@H]1CCC[C@H](C)[C@@H]1C)CO,erk000606,7.89,,no,,,series_1,,erk_ligand_1184,,erk000606, C[C@H]1CCC[C@@H](Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4)[C@H]1C,,,,7.89,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)N[C@@H](C(C)C)C)CO,erk000607,9,,no,,,series_1,,erk_ligand_1156,,erk000607, CC(C)[C@@H](C)Nc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3cccc(Cl)c3,,,,9,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)N[C@H]1CCC[C@H]1OCc1ccccc1)CO,erk000608,7.77,,no,,,series_1,,erk_ligand_1231,,erk000608, Cc1cnc(N[C@H]2CCC[C@H]2OCc3ccccc3)nc1c4c[nH]c(c4)C(=O)N[C@H](CO)c5cccc(Cl)c5,,,,7.77,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)N[C@H]1CCC[C@@H]1OCc1ccccc1)CO,erk000609,7.34,,no,,,series_1,,erk_ligand_1183,,erk000609, Cc1cnc(N[C@H]2CCC[C@@H]2OCc3ccccc3)nc1c4c[nH]c(c4)C(=O)N[C@H](CO)c5cccc(Cl)c5,,,,7.34,,
O1C[C@H](Nc2nc(-c3cc([nH]c3)C(=O)N[C@H](CO)c3cc(ccc3)C)c(cn2)C)CC1,erk000610,8,,no,,,series_1,,erk_ligand_1039,,erk000610, Cc1cccc(c1)[C@@H](CO)NC(=O)c2cc(c[nH]2)c3nc(N[C@@H]4CCOC4)ncc3C,,,,8,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)Nc1ncccc1)CO,erk000611,7.15,,no,,,series_1,,erk_ligand_1048,,erk000611, Cc1cnc(Nc2ccccn2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4,,,,7.15,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)N[C@H]1CCC[C@H]1O)CO,erk000612,8.15,,no,,,series_1,,erk_ligand_1138,,erk000612, Cc1cnc(N[C@H]2CCC[C@H]2O)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4,,,,8.15,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)N[C@H]1CCC[C@@H]1O)CO,erk000613,7.46,,no,,,series_1,,erk_ligand_1117,,erk000613, Cc1cnc(N[C@H]2CCC[C@@H]2O)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4,,,,7.46,,
O(Nc1nc(-c2cc([nH]c2)C(=O)N[C@H](CO)c2cc(ccc2)C)c(cn1)C)CCC,erk000614,8.3,,no,,,series_1,,erk_ligand_1227,,erk000614, CCCONc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3cccc(C)c3,,,,8.3,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NOCCC)CO,erk000615,8.4,,no,,,series_1,,erk_ligand_1213,,erk000615, CCCONc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3cccc(Cl)c3,,,,8.4,,
O(C)c1c(Nc2nc(-c3cc([nH]c3)C(=O)N[C@H](CO)c3ccccc3)c(cn2)C)cccc1OC,erk000616,8.7,,no,,,series_1,,erk_ligand_1180,,erk000616, COc1cccc(Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4)c1OC,,,,8.7,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)Nc1cccc(OC)c1OC)CO,erk000617,8.52,,no,,,series_1,,erk_ligand_1169,,erk000617, COc1cccc(Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4)c1OC,Ki = 3 nM,Ki = 3 nM,,8.52,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)Nc1nc(ccc1)C)CO,erk000619,8.7,,no,,,series_1,,erk_ligand_1005,,erk000619, Cc1cccc(Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4)n1,,,,8.7,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)N[C@@H](CC)COC(=O)C)COC(=O)C,erk000620,6.64,,no,,,series_1,,erk_ligand_1142,,erk000620, CC[C@@H](COC(=O)C)Nc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](COC(=O)C)c3cccc(Cl)c3,,,,6.64,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NN1CCCCC1)CO,erk000621,8.3,,no,,,series_1,,erk_ligand_1264,,erk000621, Cc1cnc(NN2CCCCC2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4,,,,8.3,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NN1CCC[C@H]1COC)CO,erk000622,8.05,,no,,,series_1,,erk_ligand_1084,,erk000622, COC[C@@H]1CCCN1Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4,,,,8.05,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NC1CC[NH2+]CC1)CO,erk000623,7.82,,no,,,series_1,,erk_ligand_1148,,erk000623, Cc1cnc(NC2CC[NH2+]CC2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4,,,,7.82,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NN1CCCC1)CO,erk000624,8.15,,no,,,series_1,,erk_ligand_1092,,erk000624, Cc1cnc(NN2CCCC2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4,,,,8.15,,
FC(F)(F)CONc1nc(-c2cc([nH]c2)C(=O)N[C@H](CO)c2cc(ccc2)C)c(cn1)C,erk000625,8.4,,no,,,series_1,,erk_ligand_1028,,erk000625, Cc1cccc(c1)[C@@H](CO)NC(=O)c2cc(c[nH]2)c3nc(NOCC(F)(F)F)ncc3C,,,,8.4,,
Fc1cc(ccc1)CNC(=O)c1[nH]cc(c1)-c1nc(ncc1C)N,erk000626,5.9,,no,,,series_1,,erk_ligand_1108,,erk000626, Cc1cnc(N)nc1c2c[nH]c(c2)C(=O)NCc3cccc(F)c3,,,,5.9,,
Clc1cccc(Cl)c1CNC(=O)c1[nH]cc(c1)-c1nc(ncc1C)N,erk000627,6.49,,no,,,series_1,,erk_ligand_1018,,erk000627, Cc1cnc(N)nc1c2c[nH]c(c2)C(=O)NCc3c(Cl)cccc3Cl,,,,6.49,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)Nc1c2OCCOc2ccc1)CO,erk000628,7.82,,no,,,series_1,,erk_ligand_1001,,erk000628, Cc1cnc(Nc2cccc3OCCOc23)nc1c4c[nH]c(c4)C(=O)N[C@H](CO)c5cccc(Cl)c5,Ki = 15 nM,Ki = 15 nM,,7.82,,
Fc1cc(cc(F)c1)CNC(=O)c1[nH]cc(c1)-c1nc(ncc1C)N,erk000629,6.01,,no,,,series_1,,erk_ligand_1111,,erk000629, Cc1cnc(N)nc1c2c[nH]c(c2)C(=O)NCc3cc(F)cc(F)c3,,,,6.01,,
O(C)c1cc(ccc1)CNC(=O)c1[nH]cc(c1)-c1nc(ncc1C)N,erk000630,6.09,,no,,,series_1,,erk_ligand_1022,,erk000630, COc1cccc(CNC(=O)c2cc(c[nH]2)c3nc(N)ncc3C)c1,,,,6.09,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)N[C@H]1CCOC1)CO,erk000631,6.68,,no,,,series_1,,erk_ligand_1109,,erk000631, Cc1cnc(N[C@H]2CCOC2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4,,,,6.68,,
O=C1NNc2cc(Nc3ncc(Nc4ccccc4)c(Nc5cc(C6CC6)[nH]n5)n3)ccc21,erk000633,7.82,37,yes,GO (2.0A),good,series_3,yes,erk2_ligand_30,erk2_crystal_33,erk000633, O=C1[N-]Nc2cc(Nc3ncc(Nc4ccccc4)c(Nc5cc([nH+][nH]5)C6CC6)n3)ccc12,,,,7.8200002,yes,CSAR
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NCC)c1cc(ccc1)C,erk000634,8.4,15,no,,,series_1,yes,erk_ligand_1044,,erk000634, CCNc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3cccc(C)c3,,,,8.4,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NCC)CO,erk000635,8.4,,no,,,series_1,,erk_ligand_1203,,erk000635, CCNc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3cccc(Cl)c3,,,,8.4,,
Oc1ccccc1Nc1nc(-c2cc([nH]c2)C(=O)N[C@H](CO)c2ccccc2)c(cn1)C,erk000636,8.4,,no,,,series_1,,erk_ligand_1224,,erk000636, Cc1cnc(Nc2ccccc2O)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,Ki = 4 nM,Ki = 4 nM,,8.4,,
O(C(=O)[C@@H]([NH3+])C(C)C)C[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)Nc1ccccc1)c1ccccc1,erk000637,6.42,,no,,,series_1,,erk_ligand_1172,,erk000637, CC(C)[C@H]([NH3+])C(=O)OC[C@@H](NC(=O)c1cc(c[nH]1)c2nc(Nc3ccccc3)ncc2C)c4ccccc4,,,,6.42,,
O1CCC(CC1)CNc1nc(-c2cc([nH]c2)C(=O)N[C@H](CO)c2ccccc2)c(cn1)C,erk000638,7.77,,no,,,series_1,,erk_ligand_1228,,erk000638, Cc1c[nH+]c(NCC2CCOCC2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,7.77,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NCC1CCOCC1)CO,erk000639,7.77,,no,,,series_1,,erk_ligand_1198,,erk000639, Cc1cnc(NCC2CCOCC2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4,,,,7.77,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)N[C@H]1CCCOC1)CO,erk000640,7.55,,no,,,series_1,,erk_ligand_1208,,erk000640, Cc1cnc(N[C@H]2CCCOC2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4,,,,7.55,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NN1CC[NH+](CC1)C)CO,erk000641,7.7,,no,,,series_1,,erk_ligand_1088,,erk000641, CN1CCN(CC1)Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4,,,,7.7,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NC1CCCCC1)c1cc(ccc1)C,erk000642,7.92,,no,,,series_1,,erk_ligand_1057,,erk000642, Cc1cccc(c1)[C@@H](CO)NC(=O)c2cc(c[nH]2)c3nc(NC4CCCCC4)ncc3C,,,,7.92,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NC1CCCCC1)CO,erk000643,8.4,,no,,,series_1,,erk_ligand_1029,,erk000643, Cc1cnc(NC2CCCCC2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4,,,,8.4,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NC1CCCC1)CO,erk000644,8.7,,no,,,series_1,,erk_ligand_1168,,erk000644, Cc1cnc(NC2CCCC2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4,,,,8.7,,
O(C(=O)C[NH3+])C[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)Nc1ccccc1)c1ccccc1,erk000645,7.26,,no,,,series_1,,erk_ligand_1235,,erk000645, Cc1cnc(Nc2ccccc2)nc1c3c[nH]c(c3)C(=O)N[C@H](COC(=O)CN)c4ccccc4,,,,7.26,,
O(C(=O)C)C[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)Nc1ccccc1)c1ccccc1,erk000646,7.42,,no,,,series_1,,erk_ligand_1058,,erk000646, CC(=O)OC[C@@H](NC(=O)c1cc(c[nH]1)c2nc(Nc3ccccc3)ncc2C)c4ccccc4,,,,7.42,,
FC(F)(F)CNc1nc(-c2cc([nH]c2)C(=O)N[C@H](CO)c2cc(ccc2)C)c(cn1)C,erk000647,8.4,,no,,,series_1,,erk_ligand_1133,,erk000647, Cc1cccc(c1)[C@@H](CO)NC(=O)c2cc(c[nH]2)c3nc(NCC(F)(F)F)ncc3C,,,,8.4,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NN(C)C)CO,erk000648,7.59,,no,,,series_1,,erk_ligand_1055,,erk000648, CN(C)Nc1nc(c(C)c[nH+]1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3cccc(Cl)c3,,,,7.59,,
O(Nc1nc(-c2cc([nH]c2)C(=O)N[C@H](CO)c2ccccc2)c(cn1)C)Cc1ccccc1,erk000649,6.72,,no,,,series_1,,erk_ligand_1162,,erk000649, Cc1cnc(NOCc2ccccc2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,6.72,,
Clc1cc(C)c(Nc2nc(-c3cc([nH]c3)C(=O)N[C@H](CO)c3cc(Cl)ccc3)c(cn2)C)cc1,erk000650,8.3,,no,,,series_1,,erk_ligand_1007,,erk000650, Cc1cc(Cl)ccc1Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4,Ki = 5 nM,Ki = 5 nM,,8.3,,
Clc1cc(F)c(Nc2nc(-c3cc([nH]c3)C(=O)N[C@H](CO)c3cc(Cl)ccc3)c(cn2)C)cc1,erk000651,8.3,,no,,,series_1,,erk_ligand_1204,,erk000651, Cc1cnc(Nc2ccc(Cl)cc2F)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4,Ki = 5 nM,Ki = 5 nM,,8.3,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)Nc1scc(n1)C)CO,erk000652,8.4,16,no,,,series_1,yes,erk_ligand_1137,,erk000652, Cc1csc(Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4)n1,,,,8.4,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)Nc1ccc(cc1C)C)c1ccccc1,erk000653,8.52,,no,,,series_1,,erk_ligand_1106,,erk000653, Cc1ccc(Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4)c(C)c1,,,,8.52,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)Nc1ccc(N(CC)CC)cc1C)c1ccccc1,erk000654,7.28,,no,,,series_1,,erk_ligand_1244,,erk000654, CCN(CC)c1ccc(Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4)c(C)c1,,,,7.28,,
OC[C@@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NO)c1ccccc1,erk000656,5.63,,no,,,series_1,,erk_ligand_1215,,erk000656, Cc1cnc(NO)nc1c2c[nH]c(c2)C(=O)N[C@H](CO)c3ccccc3,,,,5.63,,
Clc1cc(Cl)ccc1Nc1nc(-c2cc([nH]c2)C(=O)N[C@H](CO)c2ccccc2)c(cn1)C,erk000657,8.1,,no,,,series_1,,erk_ligand_1166,,erk000657, Cc1cnc(Nc2ccc(Cl)cc2Cl)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,8.1,,
Fc1cc(F)ccc1Nc1nc(-c2cc([nH]c2)C(=O)N[C@H](CO)c2ccccc2)c(cn1)C,erk000658,8.7,,no,,,series_1,,erk_ligand_1259,,erk000658, Cc1cnc(Nc2ccc(F)cc2F)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,,,,8.7,,
S(=O)(=O)(N)c1cc(Nc2nc(ccn2)-c2cc(C(=O)[O-])c(O)cc2)ccc1,erk000659,6.64,,yes,stop (2.6A),,series_3,yes,erk2_ligand_29,erk2_crystal_31,erk000659, NS(=O)(=O)c1cccc(Nc2nccc(n2)c3ccc(O)c(c3)C(=O)[O-])c1,,,,6.6399999,yes,Discard -fails metrics
O1C[C@@H](Nc2nc(-c3cc([nH]c3)C(=O)N[C@H](CO)c3cc(ccc3)C)c(cn2)C)CC1,erk000660,8.4,,no,,,series_1,,erk_ligand_1209,,erk000660, Cc1cccc(c1)[C@@H](CO)NC(=O)c2cc(c[nH]2)c3nc(N[C@H]4CCOC4)ncc3C,,,,8.4,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)NNS(=O)(=O)C)CO,erk000661,8.52,17,no,,,series_1,yes,erk_ligand_1189,,erk000661, Cc1cnc(NNS(=O)(=O)C)nc1c2c[nH]c(c2)C(=O)N[C@H](CO)c3cccc(Cl)c3,,,,8.52,,
O=C1NNc2c1ccc(Nc1nc(Nc3n[nH]c(c3)C3CC3)c([N+](=O)[O-])cc1)c2,erk000662,8,34,yes,,,series_2,yes,erk2_ligand_34,erk2_crystal_15,erk000662, [O-][N+](=O)c1ccc(Nc2ccc3C(=O)[N-]Nc3c2)nc1Nc4cc([nH]n4)C5CC5,,,,8,yes,Discard -fails metrics
O=C(NCc1ccccc1C)c1[nH]cc(c1)-c1nc(ncc1)N,erk000663,5.89,4,no,,,series_1,yes,erk_ligand_1002,,erk000663, Cc1ccccc1CNC(=O)c2cc(c[nH]2)c3ccnc(N)n3,,,,5.89,,
Clc1cc(ccc1)CNC(=O)c1[nH]cc(c1)-c1nc(ncc1)N,erk000664,6.28,7,no,,,series_1,yes,erk_ligand_1126,,erk000664, Nc1nccc(n1)c2c[nH]c(c2)C(=O)NCc3cccc(Cl)c3,,,,6.28,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)Nc1cc2scnc2cc1)CO,erk000665,7.15,,no,,,series_1,,erk_ligand_1085,,erk000665, Cc1cnc(Nc2ccc3ncsc3c2)nc1c4c[nH]c(c4)C(=O)N[C@H](CO)c5cccc(Cl)c5,,,,7.15,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)N[C@@H](CC)COC(=O)C)CO,erk000666,8.22,,no,,,series_1,,erk_ligand_1230,,erk000666, CC[C@@H](COC(=O)C)Nc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3cccc(Cl)c3,,,,8.22,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)Nc1ccc(N)cc1C)CO,erk000668,8.52,,no,,,series_1,,erk_ligand_1097,,erk000668, Cc1cc(N)ccc1Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4,,,,8.52,,
Clc1cc(ccc1)[C@H](NC(=O)c1[nH]cc(c1)-c1nc(ncc1C)N[C@@H](CC)COC(OCC)=O)CO,erk000669,7.57,,no,,,series_1,,erk_ligand_1079,,erk000669, CCOC(=O)OC[C@H](CC)Nc1ncc(C)c(n1)c2c[nH]c(c2)C(=O)N[C@H](CO)c3cccc(Cl)c3,,,,7.57,,
